List Report,,,,,,,,,,,
MetaCore Data,,,,,,,,CDDI Data,,,
#,Input IDs,Network Object Name,Gene Symbol,Unit (protein or chem),Object Type,Description,Therapeutic Drugs,CDDI Biomarker,CDDI Biomarker Role,CDDI Biomarker Type,CDDI Genes & Targets
234,,AMWAP,Wfdc17,Gm11428,Protein,predicted gene 11428,,,,,
235,,AMYP,Amy1,AMY1_MOUSE,Generic enzyme,Alpha-amylase 1,Miglitol,,,,
236,,ANAPC1,Anapc1,APC1_MOUSE,Generic binding protein,Anaphase-promoting complex subunit 1,,,,,
237,,ANAPC4,Anapc4,APC4_MOUSE,Generic enzyme,Anaphase-promoting complex subunit 4,,,,,
238,,ANAPC7,Anapc7,APC7_MOUSE,Generic binding protein,Anaphase-promoting complex subunit 7,,,,,
239,,ANCO-1,Ankrd11,ANR11_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 11,,,,,
240,,ANCO-2,Ankrd12,Ankrd12,Protein,ankyrin repeat domain 12,,,,,
241,,ANGPTL6,Angptl6,ANGL6_MOUSE,Generic binding protein,Angiopoietin-related protein 6,,,,,
242,,ANKDD1B,Ankdd1b,AKD1B_MOUSE,Generic binding protein,Ankyrin repeat and death domain-containing protein 1B,,,,,
243,,ANKFY1,Ankfy1,ANFY1_MOUSE,Generic binding protein,Rabankyrin-5,,,,,
244,,ANKMY2,Ankmy2,ANKY2_MOUSE,Generic binding protein,Ankyrin repeat and MYND domain-containing protein 2,,,,,
245,,ANKRD13A,Ankrd13a,AN13A_MOUSE,Protein,Ankyrin repeat domain-containing protein 13A,,,,,
246,,ANKRD13C,Ankrd13c,AN13C_MOUSE,Protein,Ankyrin repeat domain-containing protein 13C,,,,,
247,,ANKRD2,Ankrd2,ANKR2_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 2,,,,,
248,,ANKRD25,Kank2,KANK2_MOUSE,Generic binding protein,KN motif and ankyrin repeat domain-containing protein 2,,,,,
249,,ANKRD27(Varp),Ankrd27,ANR27_MOUSE,"Regulators (GDI, GAP, GEF)",Ankyrin repeat domain-containing protein 27,,,,,
250,,ANKRD28,Ankrd28,ANR28_MOUSE,Generic binding protein,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,,,,,
251,,ANKRD29,Ankrd29,Ankrd29,Protein,ankyrin repeat domain 29,,,,,
252,,ANKRD32,Slf1,SLF1_MOUSE,Generic binding protein,SMC5-SMC6 complex localization factor protein 1,,,,,
253,,ANKRD33B,Ankrd33b,AN33B_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 33B,,,,,
254,,ANKRD34,Ankrd34a,Ankrd34,Protein,ankyrin repeat domain 34,,,,,
255,,ANKRD37,Ankrd37,ANR37_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 37,,,,,
256,,ANKRD43,Sowaha,SWAHA_MOUSE,Protein,Ankyrin repeat domain-containing protein SOWAHA,,,,,
257,,ANKRD44,Ankrd44,ANR44_MOUSE,Generic binding protein,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,,,,,
258,,ANKRD46,Ankrd46,ANR46_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 46,,,,,
259,,ANKRD55,Ankrd55,ANR55_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 55,,,,,
260,,ANKRD6,Ankrd6,ANKR6_MOUSE,Generic binding protein,Ankyrin repeat domain-containing protein 6,,,,,
261,,ANKS1,Anks1,ANS1A_MOUSE,Generic binding protein,Ankyrin repeat and SAM domain-containing protein 1A,,,,,
262,,ANKS1B,Anks1b,ANS1B_MOUSE,Protein,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,,,,,
263,,ANO3,Ano3,ANO3_MOUSE,Ligand-gated ion channel,Anoctamin-3,,,,,
264,,ANO6,Ano6,ANO6_MOUSE,Ligand-gated ion channel,Anoctamin-6,,,,,
265,,ANP32E,Anp32e,AN32E_MOUSE,Generic binding protein,Acidic leucine-rich nuclear phosphoprotein 32 family member E,,,,,
266,,AOF1,Kdm1b,KDM1B_MOUSE,Generic binding protein,Lysine-specific histone demethylase 1B,,,,,
267,,AP complex 2 small (sigma) chain,Ap2s1,AP2S1_MOUSE,Transporter,AP-2 complex subunit sigma,,,,,
268,,AP-1 beta subunit,Ap1b1,AP1B1_MOUSE,Transporter,AP-1 complex subunit beta-1,,,,,
269,,AP-4,Tfap4,Tcfap4,Transcription factor,transcription factor AP4,,,,,
270,,AP180,Snap91,AP180_MOUSE,Generic binding protein,Clathrin coat assembly protein AP180,,,,,
271,,AP1GBP1,Synrg,SYNRG_MOUSE,Generic binding protein,Synergin gamma,,,,,
272,,AP1M2,Ap1m2,AP1M2_MOUSE,Transporter,AP-1 complex subunit mu-2,,,,,
273,,AP1S2,Ap1s2,AP1S2_MOUSE,Transporter,AP-1 complex subunit sigma-2,,,,,
274,,AP1S3,Ap1s3,AP1S3_MOUSE,Transporter,AP-1 complex subunit sigma-3,,,,,
275,,AP2A2,Ap2a2,AP2A2_MOUSE,Transporter,AP-2 complex subunit alpha-2,,,,,
276,,AP3M2,Ap3m2,AP3M2_MOUSE,Transporter,AP-3 complex subunit mu-2,,,,,
277,,AP3S1,Ap3s1,AP3S1_MOUSE,Transporter,AP-3 complex subunit sigma-1,,,,,
278,,AP3S2,Ap3s2,AP3S2_MOUSE,Transporter,AP-3 complex subunit sigma-2,,,,,
279,,AP4A,Nudt2,AP4A_MOUSE,Transcription factor,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],,,,,
280,,AP4B1,Ap4b1,AP4B1_MOUSE,Transporter,AP-4 complex subunit beta-1,,,,,
281,,AP4S1,Ap4s1,AP4S1_MOUSE,Transporter,AP-4 complex subunit sigma-1,,,,,
282,,APBA2BP,Necab3,NECA3_MOUSE,Generic binding protein,N-terminal EF-hand calcium-binding protein 3,,,,,
283,,APCL,Apc2,APCL_MOUSE,Generic binding protein,Adenomatous polyposis coli protein 2,,,,,
284,,APEG1,Speg,SPEG_MOUSE,Protein kinase,Striated muscle-specific serine/threonine-protein kinase,,,,,
285,,APEX2,Apex2,APEX2_MOUSE,Generic enzyme,DNA-(apurinic or apyrimidinic site) endonuclease 2,,,,,
286,,APG10,Atg10,ATG10_MOUSE,Generic binding protein,Ubiquitin-like-conjugating enzyme ATG10,,,,,
287,,APG12,Atg12,ATG12_MOUSE,Generic binding protein,Ubiquitin-like protein ATG12,,,,,
288,,APG16L1,Atg16l1,A16L1_MOUSE,Generic binding protein,Autophagy-related protein 16-1,,,,,
289,,APG3,Atg3,ATG3_MOUSE,Generic binding protein,Ubiquitin-like-conjugating enzyme ATG3,,,,,
290,,APH-1B,Aph1b,APH1B_MOUSE,Generic binding protein,Gamma-secretase subunit APH-1B,,,,,
291,,API5,Api5,API5_MOUSE,Generic binding protein,Apoptosis inhibitor 5,,,,,
292,,APIP,Apip,MTNB_MOUSE,Generic binding protein,Methylthioribulose-1-phosphate dehydratase,,,,,
293,,APLP2 active fragment,Aplp2,APLP2 (AICD)_(MOUSE),Generic binding protein,APLP2 intracellular domain,,,,,
294,,APLP2 precursor,Aplp2,APLP2_MOUSE,Generic binding protein,Amyloid beta precursor like protein 2,,,,,
295,,APOA2,Apoa2,APOA2_MOUSE,Receptor ligand,Apolipoprotein A-II,,,,,
296,,APOBEC-2,Apobec2,ABEC2_MOUSE,Generic binding protein,C->U-editing enzyme APOBEC-2,,,,,
297,,APOD,Apod,APOD_MOUSE,Receptor ligand,Apolipoprotein D,,,,,
298,,APOE,Apoe,APOE_MOUSE,Receptor ligand,Apolipoprotein E,,,,,
299,,APOL2,Apol8,Apol2,Receptor ligand,"apolipoprotein L, 2",,,,,
300,,APOLD1,Apold1,Apold1,Generic binding protein,apolipoprotein L domain containing 1,,,,,
301,,APOO,Apoo,MIC26_MOUSE,Transporter,MICOS complex subunit Mic26,,,,,
302,,APP,App,A4_MOUSE,Generic receptor,Amyloid-beta precursor protein,,,,,
303,,APP-C31,App,APP-C31_(MOUSE),Generic binding protein,Caspase-cleaved C31 peptide,,,,,
304,,APP-C59 (AICD),App,APP-C59 (AICD)_(MOUSE),Generic binding protein,Amyloid intracellular domain 59,,,,,
305,,APP-C83 (CTF),App,APP-C83 (CTF)_(MOUSE),Generic binding protein,APP-C83 (CTF),,,,,
306,,APP-C99,App,APP-C99_(MOUSE),Generic binding protein,C-terminal fragments APP-C99,,,,,
307,,APP-CTF delta-long,App,APP-CTF delta-long_(MOUSE),Generic binding protein,Long Delta-cleaved C-terminal fragment,,,,,
308,,APP-CTF delta-short,App,APP-CTF delta-short_(MOUSE),Generic binding protein,Short Delta-cleaved C-terminal fragment,,,,,
309,,APP-CTF eta,App,APP-CTF eta_(MOUSE),Generic binding protein,C-terminal fragments APP eta,,,,,
310,,APP-CTF theta,App,APP-CTF theta_(MOUSE),Generic binding protein,C-terminal fragments APP-C80,,,,,
311,,APP-Jcasp,App,APP-Jcasp_(MOUSE),Generic binding protein,gamma secretase/caspase cleaved membrane domain Jcasp,,,,,
312,,APP-NCas,App,APP-NCas_(MOUSE),Generic binding protein,Caspase-cleaved N-terminal APP,,,,,
313,,APP-P3,App,APP-P3_(MOUSE),Generic binding protein,P3 peptide (Aβ17-n),,,,,
314,,APPL1,Appl1,DP13A_MOUSE,Generic binding protein,DCC-interacting protein 13-alpha,,,,,
315,,APPL2,Appl2,DP13B_MOUSE,Generic binding protein,DCC-interacting protein 13-beta,,,,,
316,,ARAP2,Arap2,ARAP2_MOUSE,"Regulators (GDI, GAP, GEF)","Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2",,,,,
317,,ARC,Arc,ARC_MOUSE,Generic binding protein,Activity-regulated cytoskeleton-associated protein,,,,,
318,,ARF1,Arf1,ARF1_MOUSE,RAS - superfamily,ADP-ribosylation factor 1,,,,,
319,,ARF3,Arf3,ARF3_MOUSE,RAS - superfamily,ADP-ribosylation factor 3,,,,,
320,,ARF4,Arf4,ARF4_MOUSE,RAS - superfamily,ADP-ribosylation factor 4,,,,,
321,,ARF5,Arf5,ARF5_MOUSE,RAS - superfamily,ADP-ribosylation factor 5,,,,,
322,,ARF6,Arf6,ARF6_MOUSE,RAS - superfamily,ADP-ribosylation factor 6,,,,,
323,,ARFGAP1,Arfgap1,ARFG1_MOUSE,"Regulators (GDI, GAP, GEF)",ADP-ribosylation factor GTPase-activating protein 1,,,,,
324,,ARG2,Arg2,ARGI2_MOUSE,Generic enzyme,"Arginase-2, mitochondrial",,,,,
325,,ARHGAP11A,Arhgap11a,RHGBA_MOUSE,"Regulators (GDI, GAP, GEF)",Rho GTPase-activating protein 11A,,,,,
326,,ARHGAP18,Arhgap18,RHG18_MOUSE,"Regulators (GDI, GAP, GEF)",Rho GTPase-activating protein 18,,,,,
327,,ARHGAP20,Arhgap20,RHG20_MOUSE,"Regulators (GDI, GAP, GEF)",Rho GTPase-activating protein 20,,,,,
328,,ARHGAP21,Arhgap21,RHG21_MOUSE,"Regulators (GDI, GAP, GEF)",Rho GTPase-activating protein 21,,,,,
329,,ARHGAP23,Arhgap23,RHG23_MOUSE,"Regulators (GDI, GAP, GEF)",Rho GTPase-activating protein 23,,,,,
330,,ARHGEF10,Arhgef10,ARHGA_MOUSE,"Regulators (GDI, GAP, GEF)",Rho guanine nucleotide exchange factor 10,,,,,
331,,ARHGEF2,Arhgef2,ARHG2_MOUSE,"Regulators (GDI, GAP, GEF)",Rho guanine nucleotide exchange factor 2,,,,,
332,,ARHGEF3,Arhgef3,ARHG3_MOUSE,"Regulators (GDI, GAP, GEF)",Rho guanine nucleotide exchange factor 3,,,,,
333,,ARHGEF4,Arhgef4,ARHG4_MOUSE,"Regulators (GDI, GAP, GEF)",Rho guanine nucleotide exchange factor 4,,,,,
334,,ARID4A,Arid4a,ARI4A_MOUSE,Generic binding protein,AT-rich interactive domain-containing protein 4A,,,,,
335,,ARIH2 (TRIAD1),Arih2,ARI2_MOUSE,Generic binding protein,E3 ubiquitin-protein ligase ARIH2,,,,,
336,,ARL1,Arl1,ARL1_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 1,,,,,
337,,ARL14EP,Arl14ep,AR7EP_MOUSE,Generic binding protein,ARL14 effector protein,,,,,
338,,ARL15,Arl15,ARL15_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 15,,,,,
339,,ARL4,Arl4a,ARL4A_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 4A,,,,,
340,,ARL4C,Arl4c,ARL4C_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 4C,,,,,
341,,ARL5B,Arl5b,ARL5B_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 5B,,,,,
342,,ARL6IP2,Atl2,ATLA2_MOUSE,Generic binding protein,Atlastin-2,,,,,
343,,ARL6IP4,Arl6ip4,AR6P4_MOUSE,Generic binding protein,ADP-ribosylation factor-like protein 6-interacting protein 4,,,,,
344,,ARL8A,Arl8a,ARL8A_MOUSE,RAS - superfamily,ADP-ribosylation factor-like protein 8A,,,,,
345,,ARMC1,Armc1,ARMC1_MOUSE,Generic binding protein,Armadillo repeat-containing protein 1,,,,,
346,,ARMCX3,Armcx3,ARMX3_MOUSE,Generic binding protein,Armadillo repeat-containing X-linked protein 3,,,,,
347,,ARMET,Manf,MANF_MOUSE,Receptor ligand,Mesencephalic astrocyte-derived neurotrophic factor,,,,,
348,,ARP2,Actr2,ARP2_MOUSE,Generic binding protein,Actin-related protein 2,,,,,
349,,ARPC2,Arpc2,ARPC2_MOUSE,Generic binding protein,Actin-related protein 2/3 complex subunit 2,,,,,
350,,ARPC3,Arpc3,ARPC3_MOUSE,Generic binding protein,Actin-related protein 2/3 complex subunit 3,,,,,
351,,ARPC4,Arpc4,ARPC4_MOUSE,Generic binding protein,Actin-related protein 2/3 complex subunit 4,,,,,
352,,ARPC5,Arpc5,ARPC5_MOUSE,Generic binding protein,Actin-related protein 2/3 complex subunit 5,,,,,
353,,ARPC5L,Arpc5l,ARP5L_MOUSE,Generic binding protein,Actin-related protein 2/3 complex subunit 5-like protein,,,,,
354,,ARPP- 21,Arpp21,ARP21_MOUSE,Generic binding protein,cAMP-regulated phosphoprotein 21,,,,,
355,,ARPP-19,Arpp19,ARP19_MOUSE,Generic binding protein,cAMP-regulated phosphoprotein 19,,,,,
356,,ARRDC3,Arrdc3,ARRD3_MOUSE,Protein,Arrestin domain-containing protein 3,,,,,
357,,ARRDC4,Arrdc4,ARRD4_MOUSE,Generic binding protein,Arrestin domain-containing protein 4,,,,,
358,,ARVCF,Arvcf,ARVC_MOUSE,Generic binding protein,Splicing regulator ARVCF,,,,,
359,,ARX,Arx,ARX_MOUSE,Transcription factor,Homeobox protein ARX,,,,,
360,,AS250,Ralgapa2,RGPA2_MOUSE,"Regulators (GDI, GAP, GEF)",Ral GTPase-activating protein subunit alpha-2,,,,,
361,,ASAHL,Naaa,NAAA_MOUSE,Generic enzyme,N-acylethanolamine-hydrolyzing acid amidase,,,,,
362,,ASAP,Map9,MAP9_MOUSE,Protein,Microtubule-associated protein 9,,,,,
363,,ASB13,Asb13,ASB13_MOUSE,Generic binding protein,Ankyrin repeat and SOCS box protein 13,,,,,
364,,ASB3,Asb3,ASB3_MOUSE,Generic binding protein,Ankyrin repeat and SOCS box protein 3,,,,,
365,,ASB6,Asb6,ASB6_MOUSE,Generic binding protein,Ankyrin repeat and SOCS box protein 6,,,,,
366,,ASCT1 (SLC1A4),Slc1a4,SATT_MOUSE,Transporter,Neutral amino acid transporter A,,,,,
367,,ASF1A,Asf1a,ASF1A_MOUSE,Generic binding protein,Histone chaperone ASF1A,,,,,
368,,ASGR2,Asgr2,ASGR2_MOUSE,Generic receptor,Asialoglycoprotein receptor 2,,,,,
369,,ASK1 (MAP3K5),Map3k5,M3K5_MOUSE,Protein kinase,Mitogen-activated protein kinase kinase kinase 5,,,,,
370,,ASM3A,Smpdl3a,ASM3A_MOUSE,Generic enzyme,Cyclic GMP-AMP phosphodiesterase SMPDL3A,,,,,
371,,ASPDH,Aspdh,ASPDH_MOUSE,Generic enzyme,Aspartate dehydrogenase domain-containing protein,,,,,
372,,ASPHD2,Asphd2,ASPH2_MOUSE,Generic enzyme,Aspartate beta-hydroxylase domain-containing protein 2,,,,,
373,,ASPP2,Trp53bp2,ASPP2_MOUSE,Generic binding protein,Apoptosis-stimulating of p53 protein 2,,,,,
374,,ASXL1,Asxl1,ASXL1_MOUSE,Generic binding protein,Polycomb group protein ASXL1,,,,,
375,,ASXL3,Asxl3,ASXL3_MOUSE,Generic binding protein,Putative Polycomb group protein ASXL3,,,,,
376,,ATAD2,Atad2,ATAD2_MOUSE,Generic binding protein,ATPase family AAA domain-containing protein 2,,,,,
377,,ATAD5,Atad5,ATAD5_MOUSE,Generic binding protein,ATPase family AAA domain-containing protein 5,,,,,
378,,ATE1,Ate1,ATE1_MOUSE,Generic enzyme,Arginyl-tRNA--protein transferase 1,,,,,
379,,ATF-3,Atf3,ATF3_MOUSE,Transcription factor,Cyclic AMP-dependent transcription factor ATF-3,,,,,
380,,ATF-4,Atf4,ATF4_MOUSE,Transcription factor,Cyclic AMP-dependent transcription factor ATF-4,,,,,
381,,ATF-7,Atf7,ATF7_MOUSE,Transcription factor,Cyclic AMP-dependent transcription factor ATF-7,,,,,
382,,ATF7IP,Atf7ip,MCAF1_MOUSE,Generic binding protein,Activating transcription factor 7-interacting protein 1,,,,,
383,,ATG13,Atg13,ATG13_MOUSE,Protein,Autophagy-related protein 13,,,,,
384,,ATG4C,Atg4c,ATG4C_MOUSE,Generic protease,Cysteine protease ATG4C,,,,,
385,,ATG9A,Atg9a,ATG9A_MOUSE,Generic enzyme,Autophagy-related protein 9A,,,,,
386,,ATG9B,Atg9b,ATG9B_MOUSE,Protein,Autophagy-related protein 9B,,,,,
387,,ATIC,Atic,PUR9_MOUSE,Generic enzyme,Bifunctional purine biosynthesis protein ATIC,Pemetrexed,,,,
388,,ATIP1,Mtus1,MTUS1_MOUSE,Generic binding protein,Microtubule-associated tumor suppressor 1 homolog,,,,,
389,,ATL3,Atl3,ATLA3_MOUSE,Generic binding protein,Atlastin-3,,,,,
390,,ATM,Atm,ATM_MOUSE,Protein kinase,Serine-protein kinase ATM,,,,,
391,,ATOH8,Atoh8,ATOH8_MOUSE,Transcription factor,Protein atonal homolog 8,,,,,
392,,ATOX1,Atox1,ATOX1_MOUSE,Transporter,Copper transport protein ATOX1,,,,,
393,,ATP-dependent RNA helicase DDX3Y,Ddx3y,DDX3Y_MOUSE,Generic enzyme,ATP-dependent RNA helicase DDX3Y,,,,,
394,,ATP1A1,Atp1a1,AT1A1_MOUSE,Generic channel,Sodium/potassium-transporting ATPase subunit alpha-1,,,,,
395,,ATP1A2,Atp1a2,AT1A2_MOUSE,Generic channel,Sodium/potassium-transporting ATPase subunit alpha-2,,,,,
396,,ATP1B2,Atp1b2,AT1B2_MOUSE,Generic binding protein,Sodium/potassium-transporting ATPase subunit beta-2,,,,,
397,,ATP1B3,Atp1b3,AT1B3_MOUSE,Generic binding protein,Sodium/potassium-transporting ATPase subunit beta-3,,,,,
398,,ATP6AP2,Atp6ap2,RENR_MOUSE,Generic receptor,Renin receptor,,,,,
399,,ATP7A,Atp7a,ATP7A_MOUSE,Generic channel,Copper-transporting ATPase 1,,,,,
400,,ATP8A1,Atp8a1,AT8A1_MOUSE,Generic channel,Phospholipid-transporting ATPase IA,,,,,
401,,ATPAF1,Atpaf1,ATPF1_MOUSE,Generic binding protein,ATP synthase mitochondrial F1 complex assembly factor 1,,,,,
402,,ATPAF1-AS1,Tex38,TEX38_MOUSE,Protein,Testis-expressed protein 38,,,,,
403,,ATPBD1C,Gpn3,GPN3_MOUSE,Generic binding protein,GPN-loop GTPase 3,,,,,
404,,ATPBD4,Dph6,DPH6_MOUSE,Protein,Diphthine--ammonia ligase,,,,,
405,,ATR,Atr,ATR_MOUSE,Protein kinase,Serine/threonine-protein kinase ATR,,,,,
406,,ATXN7L1,Atxn7l1,AT7L1_MOUSE,Protein,Ataxin-7-like protein 1,,,,,
407,,ATXN7L3B,Atxn7l3b,A7L3B_MOUSE,Generic binding protein,Ataxin-7-like protein 3B,,,,,
408,,AU041133,AU041133,AU041133,Protein,expressed sequence AU041133,,,,,
409,,AUMH,Auh,AUHM_MOUSE,Generic enzyme,"Methylglutaconyl-CoA hydratase, mitochondrial",,,,,
410,,AUTS2,Auts2,AUTS2_MOUSE,Generic binding protein,Autism susceptibility gene 2 protein homolog,,,,,
411,,AXUD1,Csrnp1,CSRN1_MOUSE,Transcription factor,Cysteine/serine-rich nuclear protein 1,,,,,
412,,AY702103,AY702103,AY702103,Protein,cDNA sequence AY702103,,,,,
413,,Ac-SDKP,Tmsb4x,AcSDKP_(MOUSE),Generic binding protein,Ac-Ser-Asp-Lys-Pro,,,,,
414,,Acot12,Acot12,ACO12_MOUSE,Generic enzyme,Acetyl-coenzyme A thioesterase,,,,,
415,,ActRIIA,Acvr2a,AVR2A_MOUSE,Receptor with enzyme activity,Activin receptor type-2A,,,,,
416,,ActRIIB,Acvr2b,AVR2B_MOUSE,Receptor with enzyme activity,Activin receptor type-2B,,,,,
417,,Actin cytoplasmic 2,Actg1,ACTG_MOUSE,Generic binding protein,"Actin, cytoplasmic 2",,,,,
418,,Activin beta A,Inhba,INHBA_MOUSE,Receptor ligand,Inhibin beta A chain,Sotatercept,,,,
419,,Adenylate cyclase type II,Adcy2,ADCY2_MOUSE,Generic enzyme,Adenylate cyclase type 2,,,,,
420,,Adenylate cyclase type IX,Adcy9,ADCY9_MOUSE,Generic enzyme,Adenylate cyclase type 9,,,,,
421,,Adenylate cyclase type V,Adcy5,ADCY5_MOUSE,Generic enzyme,Adenylate cyclase type 5,,,,,
422,,AdipoR1,Adipor1,PAQR1_MOUSE,Generic receptor,Adiponectin receptor protein 1,,,,,
423,,AdipoR2,Adipor2,PAQR2_MOUSE,Generic receptor,Adiponectin receptor protein 2,,,,,
424,,Ag2,Gm13889,CK096_MOUSE,Protein,Uncharacterized protein C11orf96 homolog,,,,,
425,,Aggrecanase-1,Adamts4,ATS4_MOUSE,Metalloprotease,A disintegrin and metalloproteinase with thrombospondin motifs 4,,,,,
426,,Akirin 1,Akirin1,AKIR1_MOUSE,Protein,Akirin-1,,,,,
427,,Aldoal1,Aldoart1,Aldoart1,Generic enzyme,aldolase 1 A retrogene 1,,,,,
428,,Aldoart2,Aldoart2,Aldoart2,Generic enzyme,"aldolase 1, A isoform, retrogene 2",,,,,
429,,Alg13,Alg13,ALG13_MOUSE,Generic enzyme,UDP-N-acetylglucosamine transferase subunit ALG13,,,,,
430,,AlkB,Alkbh6,ALKB6_MOUSE,Generic enzyme,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,,,,,
431,,Alpha adducin,Add1,ADDA_MOUSE,Generic binding protein,Alpha-adducin,,,,,
432,,Alpha crystallin A,Cryaa,CRYAA_MOUSE,Generic binding protein,Alpha-crystallin A chain,,,,,
433,,Alpha dystroglycan,Dag1,alpha-DG_(MOUSE),Generic receptor,Alpha-dystroglycan,,,,,
434,,Alpha-1 catenin,Ctnna1,CTNA1_MOUSE,Generic binding protein,Catenin alpha-1,,,,,
435,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Pseudoephedrine,,,,
436,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Piperoxan,,,,
437,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Brimonidine,,,,
438,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Betanidine,,,,
439,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Dipivefrine,,,,
440,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Yohimbine,,,,
441,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Naphazoline,,,,
442,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Azepexole,,,,
443,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Idazoxan,,,,
444,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Tramazoline,,,,
445,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Deriglidole,,,,
446,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Apraclonidine,,,,
447,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Efaroxan,,,,
448,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Lusaperidone,,,,
449,,Alpha-2B adrenergic receptor,Adra2b,ADA2B_MOUSE,GPCR,Alpha-2B adrenergic receptor,Fipamezole,,,,
450,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Piperoxan,,,,
451,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Brimonidine,,,,
452,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Dipivefrine,,,,
453,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Yohimbine,,,,
454,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Naphazoline,,,,
455,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Azepexole,,,,
456,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Mianserin,,,,
457,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Idazoxan,,,,
458,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Tramazoline,,,,
459,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Deriglidole,,,,
460,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Apraclonidine,,,,
461,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Efaroxan,,,,
462,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Lusaperidone,,,,
463,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,OPC28326,,,,
464,,Alpha-2C-1 adrenergic receptor,Adra2c,ADA2C_MOUSE,GPCR,Alpha-2C adrenergic receptor,Fipamezole,,,,
465,,Alpha-N-catenin,Ctnna2,CTNA2_MOUSE,Generic binding protein,Catenin alpha-2,,FBXW7-CTNNA2 fusion protein,Disease Profiling,Genomic; Proteomic,catenin alpha 2
466,,Alpha-centractin,Actr1a,ACTZ_MOUSE,Generic binding protein,Alpha-centractin,,,,,
